cluster_id,cluster_probability,title,group,voted_up,playtime_at_review_hours,analysis_text
1,1.0,Small Saga,core,False,9.05,"Small Saga was pretty mediocre. There are some pretty cute moments where I enjoyed the characters and how they reacted to the events unfolding. However, the overall story operates at so much of a breakneck pace that it makes character development incredibly jarring; characters will flip motivation on a dime just to railroad the main plot. In the span of ~6 hours, you [spoiler] help a child run away from home, start a prison break which leads to overthrowing an authoritarian town and installing a new leader, start a revolution against the monarchy, overthrow a slaver, and help a person reconcile their past[/spoiler]. The game honestly tries to do too much too fast, which makes transitioning between main story beats turbulent. This results in characters not realistically offering pushback on others or having instantaneous changes of heart. Simultaneously, new ideas and information on people’s past are constantly introduced, but never meaningfully utilized or elaborated on. Many of the main story conflicts are resolved off screen and are only barely mentioned being resolved in a few sentences. A few characters are particularly loathsome with cringy dialogue in the form of forced memes. There are also several references to memes that were topical at the time. Constant attempts at humor are made but they mostly fall flat. The story takes up the vast majority of the game with some light amount of boss combat near the climax of each plot point. The combat is extremely vapid to the point it feels like a fantasy story masquerading as an RPG. There aren’t any meaningful decisions to make in terms of building character skills or gear. In fact, the game has several skills that increase damage to different types of enemies that either appear in only 2 combats or only in one chapter. I never felt in danger during combat and it boiled down to spamming damage abilities with no thought. It is very dissonant to be a meek rodent trying to rise up against larger creatures while combat is never dangerous. The final boss of the game was doing attacks that did 2 damage to me. There is a lack of polish that hampers the storytelling experience. Many important story moments had no music or ambient sound that made reading the dialogue emotionally hollow. Nearly every cutscene in the game used fades to black to hide actions being performed, items being placed, etc. There are also many incredibly long walkways between story areas that don’t serve any purpose to gameplay or storytelling. They don’t build atmosphere and just pad playtime as you meander through empty halls in dead silence. Overall, I found Small Saga to be entertaining enough to want to see the game through. The game was gifted to me and I think if I had spent the $15 myself, I would be more disappointed. For that reason, I can’t really recommend this game to others for its price. The plot is too hasty and needs to take more time so that many of the introduced threads are not hand waved away."
1,1.0,Small Saga,core,True,9.216666666666667,"Small Saga is a whimisical game, with its fair share of funny as well as thought inspiring dialogue. World Building, Characters and Story were all very captivating to me. The combat is serviceable, It was a tad easy for my taste at times though. But this isn't a bad thing, it made for a nice and relaxing gameplay experience, without being boring. Also, the soundtrack is phenomenal! All things considered, it was an allround grand experience o7"
1,1.0,Small Saga,core,True,7.933333333333334,"Small Saga is a wonderful bite of nostalgia. A tale reminiscent of an era of role playing games last seen on game consoles of old. Filled with classic character tropes, zany antics and comic mischief layered on top of darker themes. The game itself is not expansive, but what it lacks in exploration and experimentation it more than makes up for in humor, story-telling and presentation. The average play through would be equivalent to that of Final Fantasy or Dragon Warrior(Quest), the first in their respective series. But–I would argue that the story experience of this title will feel genuinely closer to that of Final Fantasy IV or Suikoden (the first.)"
1,1.0,Small Saga,core,True,10.216666666666667,"Small Saga, in essence, isn't just a love letter to classic PSX-era JRPGs. There are moments in this game that brought me back to the same wide-eyed wonder that games like FFIX or Chrono Cross gave me as a child. A simple combat system, surprising exploration, lovable characters, the whole deal. The only real complaint I have for this game is I wish there were MORE. It's fitting that there isn't more, being called ""Small Saga"" and all, but a lot of the emotional climaxes just couldn't hit nearly as hard as something that had more space to breathe. It's all tightly, beautifully written, and it'll stick with me for a long while. I hope these devs continue to make games as wonderful as this."
1,1.0,Small Saga,core,True,14.683333333333334,"[h2]I'm Ashamed I Forgot About This Gem![/h2] You know that feeling of once playing through something fantastic, something that gave it its all with strong visual identity, memorable characters, and a story that genuinely sticks, only for it to slowly fade into the back of your mind years later? Well... I know that feeling well. That’s Small Saga. A JRPG that proves you do not need a massive open world to sell the idea of an incredible RPG. As even the smallest creatures have a big story to tell. [h2]Issue[/h2] Small Saga’s biggest issue was it's visibility. It released quietly and never quite got the spotlight it deserved, releasing around the same time that huge RPGs like (Baldurs Gate 3) were gaining traction. This of course made it easy to overlook or forget entirely. On top of that, I would have to say that a lot of people just don't like the idea of a linear RPG, you know, like myself. I prefer to overlevel and overexplore until I am a god, but here it's all on the rails story progression. Pacing can also feel somewhat quick, leaving some moments you wish had more time to breathe and fully come to life, but that's more on the small side. [h2]Impression[/h2] At its core, this is a classic JRPG. You manage a traditional party setup with a healer, support, and two fighters with some debuffs and buffs to help you on your journey. Progression is tied to boss fights, with a level gained after each one. For some players, this is where the experience can feel overly streamlined and, at times, unfun when you can't power level. This is similar to how a game like Chained Echoes handled progression, which was not fun. Combat itself is rarely challenging as long as you lean into the game’s powerful combo effects, which can make most encounters trivial. That lack of difficulty may leave some players underwhelmed. Where the game truly stands apart is its story, which is genuinely amazing. This is elevated even further by the pixelated, cinematic presentation during boss fights and key story moments. Those sequences are striking and memorable, and they do a lot of heavy lifting in setting the game apart from others in the genre. It's a solo developed masterpiece in every possible way. [h2]Story[/h2] You play as a small mouse in a vast, dangerous world. After your brother is killed by the Yellow God, you swear revenge and set out to end this particular humans tyranny. With your life destroyed, the rodent population of Rodentia lives in fear, until you march into the den of beasts on a quest far larger than you could realistically handle alone. Along the way, you grow stronger, learning from allies and experiences, as your journey shapes not only Verm, the sole survivor of the Yellow God’s reign, but also the other characters you encounter. The story emphasizes growth, resilience, and the bonds formed in the face of overwhelming odds, giving the narrative depth beyond the typical revenge tale. It's surprisingly emotional, and for once again a mostly solo-developed title, this is one such game you don't want to miss out on for various reasons. It's one of the best of it's kind. [h2]Conclusion[/h2] I’ve played through this game once and am now finishing a second full playthrough. I had completely forgotten how good it truly was. That’s the thing with games like this: no matter how memorable they were, over the years the impact of the story, character development, and world-building can gradually fade, but returning to them is like starting over fresh. You get to re-experience the joys of this world and appreciate for what it offers. Then one day, you decide to give it another try, expecting little more than a dull story because you personally feel bored of all the other games you have or haven't played, and suddenly you’re completely absorbed, hooked by the story, invested in the characters, and captivated by the presentation. So do yourself a favor: take a deep breath, stop hesitating, and pick up Small Saga. It’s an experience you won’t soon forget, unless you well... Forget like I did, over time. [quote] Please consider following my [url=https://store.steampowered.com/curator/41005226/]Curation page[/url]. I cover a wide range of genres both paid and unpaid, providing unbiased opinions as well as regular giveaway events. [/quote] [b]Video Review[/b] https://youtu.be/th4cpTBCYDQ"
1,1.0,Small Saga,core,True,14.383333333333333,"I had such an absolutely wonderful time with Small Saga. I greatly enjoyed the story, art, and music. So much heart and soul has been poured into it. And without a doubt its going to stick with me for a long time."
2,1.0,ELDEN RING,benchmark,True,489.98333333333335,"I ♥♥♥♥♥♥♥ love elden ring, Best game of my life and ever."
2,1.0,ELDEN RING,benchmark,True,166.08333333333334,"Praise the moon! Praise the message! ENG / CZ The Elden Ring, a game where you can have as much fun as you absolutely want. A game with so many options of build, from bullying enemies with baseball bat, to archmage where you bully them with one spell. A game so perfect that you can kill 200 hours and yet have so much fun, if it's too easy for you go play the new game +7 and prepare for your anus to be demolished more than many porn actresses. This game of course comes with beatiful graphics and absolutely magnificent sounds and soundtrack itself, if it's not enough, you can play The Shadow of Erdtree dlc where you get bullied for many and many hours. This is Elden Ring, a game where your role is the victim. Elden ring, hra kde se budeš bavit jak jen moc budeš chtít. Hra s tolika možnými Buildy, od šikanování protivníků s basebolkou po arcimága který bude oponenty týrat s jedním kouzlem. Hra tak perfektní kde můžeš zabít 200 hodin svého času a i tak tě to bude bavit dál, a jestli je to pro tebe jednoduché, zapni si new game +7 a připrav svůj konečník na větší demolici než většina porno hereček. Tato hra samozřejmě přichází s nádhernou grafikou a naprosto úžasnými zvuky či hudbou samotnou, jestli ti to nestačí, můžeš si stále zahrát The Shadow of Erdtree dlc, kde budeš šikanován na mnoha a mnoha dalších hodin. Toto je Elden Ring, hra ve které tvá role je být oběť. Try fingers, but hole. Praise the message!"
2,1.0,ELDEN RING,benchmark,True,190.31666666666666,"Foul Tarnished, In Search of the Elden Ring. Embolden By The Flames of Ambition. Buy This Game, It's Very Fun"
2,1.0,ELDEN RING,benchmark,True,200.16666666666666,"You should play Elden ring, what an amazing game"
2,1.0,ELDEN RING,benchmark,True,930.0833333333334,"No other game has amazed me more than Elden RIng. Forget your standard rpg with quest logs, quest markers on the map, skill tree. You emark on a personal quest, free to use any available tools to overcome the many challenges. And there are plenty. So much fun to be had exploring the different ways there are to play the game. This is an open adventure where you are free to roam and carve your own path to the Elden Throne to become Elden Lord."
2,1.0,ELDEN RING,benchmark,True,37.9,"Man, what can I even say about Elden Ring. I have platinumed this game on PS4 and PS5, finally got it here on Steam cause f**k Sony. This game, to me, is quite simply the greatest video game of all time. Controls are smooth, story is fantastic, gameplay is of course difficult but seldom unfair, and there's just no way to accurately describe the feeling of venturing into the open world for the first time unless you experience it for yourself. This is an absolute must play for any gamer, although I personally didn't like the DLC (Shadow of the Erdtree) that much but the base game remains solid even after many years. Do yourself a favor and get this game, it rarely goes on sale but that hardly matters when the value you're getting far exceeds the price."
2,1.0,ELDEN RING,benchmark,True,80.13333333333334,Elden Beast is a joke of a boss. Besides that everything else about this game makes it one of the greats. One of the best gaming experiences I have had in my life.
2,1.0,ELDEN RING,benchmark,True,2120.733333333333,"Easily my favorite game of all time. Been playing since day one and I have to say this is by far one of the best games on the market. Are there issues with the game, yes of course. But I think that every game has there fair share. With Elden Ring in particular I think seemless co-op should be an implamented feature for these games as well as better cross play. Balancing is a topic often mentioned but I feel with the amount of time I have spent here I think I can saftly say that it's fair. These games are hard but once you find out how to take on the challenge it gets easier and more fun. If you're stuggling with any point in the game I think there is always a salution that can be made, And if you want some pointers I'd be glad to help you, as this again is my favorite game, of which I have spent a disgusting amount of hours in."
3,1.0,In Stars And Time,core,True,25.416666666666668,"""I DIDN'T NEED TO REDO ALL OF THAT?????"" and ""♥♥♥♥♥♥♥♥ NOW I GOTTA DO THIS ALL AGAIN"" were common phrases I said. Still peak"
3,1.0,In Stars And Time,core,True,49.766666666666666,Peak game Don't spoil yourself Just play it
3,1.0,In Stars And Time,core,True,32.5,Holy peak. Very charming and awesome
3,1.0,In Stars And Time,core,True,23.466666666666665,I super duper promise this game is PEAK. Be careful though because this one time I read a title of a book and it gave me this massive headache...
3,1.0,In Stars And Time,core,True,19.716666666666665,"Actual peak, one of the few games that I could get really emotionally invested in. The gameplay is also nice. Honestly probably the best time loop storylines I've ever seen"
3,1.0,In Stars And Time,core,True,40.05,HOLY PEAK BELL GOES DING DING
3,1.0,In Stars And Time,core,True,33.95,PEAK!!!!! PEAK GAME ABOUT TIMELOOPS RAHHH
3,1.0,In Stars And Time,core,True,36.233333333333334,ITS SO PEAK I LOVE ISAT SO MUCH
4,1.0,OneShot,positioning,True,5.616666666666666,if a single person ever calls Niko a cat I will commit a war crime
4,1.0,OneShot,positioning,True,7.85,"Game genre: Puzzle, Indie & Computer interactive Gameplay: ★★★☆☆ Graphics/Art style: ★★★★★ Story/Ambience: ★★★★★ Difficulty to play: ★☆☆☆☆ Difficulty to master: ★☆☆☆☆ Replayability: ★★★☆☆ Overall: 9.5/10 Recommended: Yes, this game is beautiful and it's replayable too because of the different endings, also Niko is such as a great character Until we meet again"
4,1.0,OneShot,positioning,True,9.95,"Probably one of the best puzzle RPGmaker games there is. The art style is IMMACULATE and the story is perfect (you might cry in the end if you're emotional). The bond you make with Niko is something you won't experience in most of the games. For the whole game experience i recommend playing the game (since there are a lot of 4th wall breaks). Like most of the Indie games, the OST is PHENOMENAL. There's no need explaining it. It just fits the game perfectly. Story - 10/10 Art style - 11/10 Gameplay - 7/10 (I'd give it more but there's a lot of wandering. Puzzles are cool though) OVERALL SCORE - 9.5/10 (And remember, Niko is not a cat :D)"
4,1.0,OneShot,positioning,True,12.35,"it's got all a game should ever need: pancakes, a [strike]cat[/strike] riding a roomba, incredible fourth wall breaks, and all who play it in tears at the end Niko is best Niko"
4,1.0,OneShot,positioning,True,7.6,niko is my favorite car
4,1.0,OneShot,positioning,True,4.65,"I recommend the game to all people, the story and puzzles are very good. And I like the idea that you don't play as Niko."
4,1.0,OneShot,positioning,True,7.133333333333334,I wont forget you Niko o7
4,1.0,OneShot,positioning,True,7.6,"Gonna keep this short and vague. The less you know about this game, the better. Beautiful game, and it was not what I expected. The art and music is stellar, almost mystical in a way. The puzzles are simple but rewarding, especially the ones that require some outside help. Overall, it was a delight to explore this world alongside Niko. Also, if you’re trans or have otherwise changed your name, the game might deadname you. Don’t worry, you can change it later. Just buy this game. It’s worth every penny, and I don’t think you could get remotely the same experience by watching someone else play it."
5,1.0,Ikenfell,core,True,22.816666666666666,"Ikenfell is a sweet little RPG I do like the game; the music is good, the story is nice. The gameplay left a bit to be desired, though. I found later-game activity to be rather frustrating and I ended up turning on easy mode; the two main grievances I have are routinely getting screwed over by the enemy party having too many turns in a row, and some actions, such as placing traps, not counting as a turn at all unless you do it. The last few sections of the game were so frustrating to me that they ended up souring the game in general a bit. I can't hold it against it too much, though: I'm not great at RPGs, and I don't like them much. Unfortunately many of the really good indie games seem to be RPGs. I'm not over the moon about this game but it's pretty good and probably worth your time, especially if you like this sort of game."
5,1.0,Ikenfell,core,True,19.033333333333335,"Ikenfell is a story-rich, wholesome game with beautiful, grounding music and a world that feels warm and inclusive, especially in how it embraces LGBTQ representation. The characters and setting are so charming that it’s hard not to wish the game would go on longer. The instant victory option was a great touch, letting the story shine without combat frustration. I would happily play any sequel, prequel, or new story set in this universe."
5,1.0,Ikenfell,core,True,12.566666666666666,"Ikenfell is a straightforward RPG on the surface, but it surprises with a touching story, character growth that feels natural, and a solid battle system. It may not be a groundbreaking adventure, yet it delivers a warm, engaging experience that is easy to appreciate."
5,1.0,Ikenfell,core,True,23.483333333333334,"Undeniably a lovely game, really wish people played this more since I barely see any sort of fanbase surrounding Ikenfell at all"
5,1.0,Ikenfell,core,True,30.75,"Reading negative reviews makes me think I played a completely different game. I know player experience may vary but I think most of the negative reviews are either too harsh or the game is just not someone's cup of tea. As for me, finally playing Ikenfell was a great decision. The battles were never tiring (enemy attacks were so well telegraphed that most of the time it was possible to get them right even on the very first try), the story was enjoyable, the humor was good and the vocalized songs were a pleasant surprise. I loved all those tiny QoL features like highlighting items that can be used outside of battle or a party member that temporarily cannot be switched out. I wholeheartedly recommend this game."
5,1.0,Ikenfell,core,True,0.25,"Ikenfell is a turn-based tactical RPG that was officially released in 2020. The story centers around a group of students at a magical academy who, while exploring their school, encounter various monsters and bosses. Unfortunately, even after all these years, the game is still only available in English and Japanese, with no plans for a Chinese translation. Some have described it as an LGBTQ+ version of Hogwarts. 《Ikenfell》是一款回合制戰略角色扮演遊戲，於2020年正式發售。遊戲的故事中心圍繞一群在魔法學院裡的學生，他們在探索自己的學校過程中，面對各種怪物、Boss。比較可惜是過了這多年，現在還是只有英文和日文，沒有打算出中文版。 有人說這是LGBTQ+霍格華茲魔法學院。"
5,1.0,Ikenfell,core,True,133.03333333333333,"A very charming story-driven RPG. Whether you connect with the characters and the story will depend on each person I think. The combat is very well designed, and feels really good even in the random encounters. It rewards careful positioning, and while the timing gimmick can start to feel tiresome after a while, each spell has a different timing to master, which keeps the combat fresh. The art can be somewhat janky at times, but the music is noteworthy and has some bangers. Overall, Ikenfell was an excellent experience, which I recommand heartily."
5,1.0,Ikenfell,core,True,24.55,"I really liked Ikenfell. The story keeps moving in different directions, and the game's art style is very cute. The combat can be kinda slow sometimes, and both attacking and defending need timed button presses and some of those timings are very precise, but there are settings that can bypass this if you want. Some of the events in the game can be kinda heavy, which I wasn't expecting because of the cute style. But the game is fun! And I did like the story, even if it did go places I didn't anticipate. Also the music is really good, like REALLY good."
6,1.0,Finding Paradise,positioning,True,4.683333333333334,"Great follow-up to To the Moon and another reminder that I really love these playable novel type games. What makes this one so fun is the mix of mystery and banter. I was always curious about what was really going on, what we were about to learn, and where the story was heading next. That kept me hooked the whole way through. At the same time, Dr. Watts and Dr. Rosalene make everything entertaining scene by scene, and Watts especially was a huge part of the fun for me with all his sarcasm, jokes, and random references. The low-friction interaction helps too, because the game stays focused on what it does best. The music and atmosphere were excellent! Now I’m really looking forward to Impostor Factory. I feel so lucky getting to play these all at once given these games originally came out years apart!"
6,1.0,Finding Paradise,positioning,True,4.6,"This is the second game in a trilogy that starts with To The Moon and ends with Impostor Factory. In my opinion, they should absolutely be played in order, so go play the first one if you haven't before even looking at this one. There's a lot of setup for the third game in this one, yet it still manages to tell a complete and satisfying story. This game also tells a much grander narrative than its predecessor, with higher quality writing. Definitely recommend it if you enjoyed the first one."
6,1.0,Impostor Factory,positioning,True,5.866666666666666,"This is the second-to-last game in the [i]To the Moon[/i] series. As with the previous titles, you can expect gorgeous pixel art, a beautiful soundtrack, expressive animations, and a lot of reading. Fortunately, the writing is top-notch. It leans far more toward a walking simulator than a traditional video game. In fact, Impostor Factory features even less player interaction than its predecessors. There are no more puzzles here at all. Instead, it focuses almost entirely on delivering its narrative. It is difficult for me to say which of the three main games I have liked the most so far. However, I can definitely say that Impostor Factory was the most emotionally impactful for me. The plot remained gripping all the way to the end, and the post-credits scene leaves plenty of room for speculation. I am glad there is still one more game left for me to play in this series. I guess I am just a sucker for these short, narrative-driven pixel art games."
6,1.0,Impostor Factory,positioning,True,4.0,"While some critics have pointed out that the story did not live to its ""true potential"", I personally think that for what it is; a story about finding meaning in an artificial world, it delivers its intended message exceptionally well. Impostor Factory doesn't need to be a complex sci-fi epic to be brilliant. It shows us that a physical reality doesn't really matter all that much. If you are feeling genuine love, grief or joy, then those emotions are 100% real to you in that moment. It's honestly my favorite so far from the series."
6,1.0,Impostor Factory,positioning,True,10.733333333333333,"Impostor Factory is interesting in that it challenges the philosophy presented in the previous games and sets up the Beach Episode for success by starting to put the hypocritical actions and beliefs of characters front and center. Also, compared to the other games, it also seems to focus a lot more closely on the emotions of the characters without them having to explicitly state how they were feeling. Characters cry and don't need to state why exactly they cry. You just know. I could notice that Kan Gao was making a clear effort to improve his writing and storytelling within Impostor Factory and, even if it isn't perfect, it still tells a cohesive story that can be enjoyed on its own. I also feel the need to pay some respects to Jordan Baer as this was the last game of the series that he was directly involved in (funny that his last game was very focused on being caught between living a normal life or a life dedicated to lighting the way for others). I hope his family is doing alright."
6,1.0,Impostor Factory,positioning,True,3.7666666666666666,"Impostor Factory is significantly different to the first two To the Moon games, and it suffers for it. Unfortunately, I would consider this one to be the weakest of the series. To be clear, it is not a bad game, and it fits as an integral piece of the whole, but the level of captivation the other games manage in me is not quite achieved. I believe this is due to the change in protagonist, as Neil and Eva have next to no presence in the bulk of the story. They were what made the other games pop, with their funny, charming dialogue contrasting with the emotional weight of the others' stories, a sort of 'chiaroscuro' effect, if you will, that was incredible. As a part of the series, this is a must-play, but on its own, it has much to be desired. 6/10"
6,1.0,Impostor Factory,positioning,True,2.933333333333333,"If you enjoy other games from this developer, you will probably enjoy Impostor Factory. It has the same emotional heart-tugging, sense of jokiness, and ""real/not-real?"" memory happenings. It has the same flawed characters doing things, unspecified ""medical condition"", and people telling you there's a big secret that they're keeping but they can't tell you what the secret is. It's difficult for me to rate this game strictly ""recommended"" or ""not recommended"" but I'll flag it as recommended since it's better than the vast majority of games I've played. I give Impostor Factory a 7 out of 10."
6,1.0,Impostor Factory,positioning,True,5.2,"[b]Impostor Factory[/b] serves as the missing link that finally brings the SigCorp saga together. While initially presented as a standalone murder mystery, it slowly reveals itself as a deeply connected narrative that ties [i]To the Moon[/i], [i]Finding Paradise[/i], and the minisodes into a single, coherent whole. What begins as an intriguing game gradually transforms into one of Kan Gao's most confident and emotionally resonant stories. Narratively, Impostor Factory feels like a return to form. The main theme is just as approachable as [i]Finding Paradise[/i] while having the same finesse in storytelling as [i]To the Moon[/i], taking the best of both worlds. The central twist was genuinely unpredictable to me, yet completely logical in hindsight, which is a very difficult balance to strike. The game also manages to expand [spoiler]Neil[/spoiler] as a character: questions that lingered across previous entries are addressed, adding layers of depth that recontextualize his behavior throughout the series. Overall, Impostor Factory feels like the perfect conclusion to a theoretical trilogy. It respects the legacy of the previous games while standing on its own, delivering one of the strongest narrative experiences in the series. [h1]The Good[/h1] + Perfectly ties together [i]To the Moon[/i], [i]Finding Paradise[/i], and the minisodes + Adds significant depth to [spoiler]Neil[/spoiler] and answers long-standing questions about him + Feels like a natural and satisfying conclusion to the trilogy + Storytelling is top tier, easily the strongest aspect of the game + Soundtrack and ambience are once again flawless + Plot twist manages to be the central piece that ties everything together while still being surprising + Baited by Kan Gao by thinking this was just a ""murder mystery thriller featuring multiple casualties"", unrelated to the past games + Still using the greatest game engine of all time, RPG Maker, to its full potential + We can finally run!! [h1]The Bad[/h1] - None. Well played. (first game I review where I have zero complaints, quite an achievement!) [i]Is it wrong if all I really wanted to be is just another lavender?[/i] [h2]10 / 10 - IGN[/h2]"
7,1.0,To the Moon,positioning,True,14.95,"To The Moon ~ tbh i played the original just for easy perfect game (achievements) and that was years ago i even forgot the story but it was great thats what i remember and then it got remastered version so i just found myself play it again i just finished it and i can say its looks simple but for me it was really worth it story so emotional nice characters , nice music , etc... i guess i will buy all freebird games because of ""To The Moon"" <3"
7,1.0,To the Moon,positioning,True,8.333333333333334,the impact this lil game had on me within the span of playing will last a lifetime. thank you FreeBirdGames. 🕊️💖
7,1.0,To the Moon,positioning,True,4.15,Peak Freebird Games making peak games.
7,1.0,Finding Paradise,positioning,True,6.05,"another masterpiece from freebird games, also the ost was amazing"
7,1.0,Finding Paradise,positioning,True,5.95,"1. This game = Super Brillent Story telling + heartwarming. 2. This game takes less than 6 hours to complete. 3. Every movement of this game is worth your time playing it. 4. For me this game was easily 10/10. (Must Play game ) 5. 100% Recommended and all the other games from ""Freebird Games"" developer."
7,1.0,Finding Paradise,positioning,True,6.233333333333333,"I definitely recommend it! I mean, I liked the storytelling, the pixel art, the art style, the game design, and the soundtrack, and I got a bit emotional :D Nothing more to say! I already played the other Freebird games... I don’t really remember ""To the Moon"" since it’s been years since the last time I played it, but I liked that one too."
7,1.0,Finding Paradise,positioning,True,5.083333333333333,"Really great game, just like the other Freebird games a very good story told in an amazing way."
7,1.0,Finding Paradise,positioning,True,4.283333333333333,Tulpa was invented in 2017 by Freebird Games.
8,1.0,Meg's Monster,core,True,6.5,"BUY THIS GAME! If you've been waiting to feel that Too the moon experience over again look no further. Pros: - The Combat is fun and brings variety - Great art style - Top Tier story Cons: - Some parts of the story are a bit slower then others - You will cry, so if you are on a no cry break it'll be over - the side mission parts were neat but kinda felt like an artificial way to not make the game feel linear. I really hope this game wins award and gets the recognition it deserves because it truly was lovely. I give it 4/4 Council Monsters."
8,1.0,To the Moon,positioning,True,15.45,"Let me start by stating that I love pixel art, rich soundtracks, and narrative-driven titles. To the Moon checks all three boxes. I first played this game in 2018. While its beautiful soundtrack stayed with me over the years, most of the plot had faded from memory. During a recent multi-hour train ride, I was scrolling through my Steam Deck library and rediscovered this gem. I decided to give it another shot, playing through both the main game and the two free ""Sigmund Minisodes"" DLCs. There is so much to love here. It’s a deeply emotional story about life, love, family, and loss, following a dying man and his late wife, alongside two doctors who rarely agree on anything but always have each other's backs when it counts. The soundtrack, in particular, is stunning and carries the weight of the narrative effortlessly. Just don't expect traditional gameplay. The experience consists almost entirely of searching for objects, clicking through environments, and solving the occasional light puzzle. It leans far closer to an interactive visual novel or walking simulator than a standard video game. Because it's relatively short, it never overstays its welcome. For me, replaying it was an absolute pleasure. The optional minisodes also add a fantastic touch, fleshing out Sigmund Corp., exploring its employees, and leaving you with a few intriguing mysteries to chew on. If you enjoy story-driven experiences with great art and music, and don't mind minimal gameplay, you owe it to yourself to give To the Moon a try."
