cluster_id,cluster_probability,title,group,voted_up,playtime_at_review_hours,detected_language,analysis_text
3,1.0,OneShot,positioning,True,9.966666666666667,en,"game so peak, the final decision had me pondering for hours"
3,1.0,OneShot,positioning,True,4.783333333333333,en,holy peak. Also if you have wallpaper engine and play this I suggest turning it off. you might get stuck on something
3,1.0,Small Saga,core,True,6.833333333333333,en,"Absolute peak. It's a short experience, no grinding necessary; amazing story, amazing music, amazing graphics. I wish I knew about this game sooner."
3,1.0,Small Saga,core,True,9.833333333333334,en,Ts so PEAK 🙏 Please please PLEASE play this masterpiece of a game.
3,1.0,To the Moon,positioning,True,7.333333333333333,en,this is complete and utter PEAK no cap on god bro
3,1.0,ELDEN RING,benchmark,True,326.51666666666665,en,It's like peak I guess
3,1.0,ELDEN RING,benchmark,True,374.06666666666666,en,The literal definition of peak.
3,1.0,Baldur's Gate 3,benchmark,True,248.3,en,Peak. Besides Act 3 that was... That was something.
3,1.0,Finding Paradise,positioning,True,4.916666666666667,en,"Genuinely, it's the most emotional and good game i played its literally peak"
3,1.0,Finding Paradise,positioning,True,5.233333333333333,en,peak game good and sad story 10\10 one of the emotioal game l ever played
4,1.0,OneShot,positioning,True,9.95,en,"Probably one of the best puzzle RPGmaker games there is. The art style is IMMACULATE and the story is perfect (you might cry in the end if you're emotional). The bond you make with Niko is something you won't experience in most of the games. For the whole game experience i recommend playing the game (since there are a lot of 4th wall breaks). Like most of the Indie games, the OST is PHENOMENAL. There's no need explaining it. It just fits the game perfectly. Story - 10/10 Art style - 11/10 Gameplay - 7/10 (I'd give it more but there's a lot of wandering. Puzzles are cool though) OVERALL SCORE - 9.5/10 (And remember, Niko is not a cat :D)"
4,1.0,OneShot,positioning,True,7.85,en,"Game genre: Puzzle, Indie & Computer interactive Gameplay: ★★★☆☆ Graphics/Art style: ★★★★★ Story/Ambience: ★★★★★ Difficulty to play: ★☆☆☆☆ Difficulty to master: ★☆☆☆☆ Replayability: ★★★☆☆ Overall: 9.5/10 Recommended: Yes, this game is beautiful and it's replayable too because of the different endings, also Niko is such as a great character Until we meet again"
4,0.33816713259003967,Impostor Factory,positioning,True,3.2333333333333334,en,He really does not miss.
4,0.20291932172569022,In Stars And Time,core,True,28.166666666666668,en,"This game is special, in ways i can't describe. In the beginning i was thinking ""wow, this is the wokest game in world, i love it."" and if that doesn't appeal to you, that's on you. And it's still that, but my god is it so much more. This game is on par with oneshot for games that will never leave my soul, i feel guilty that i got it on sale."
4,0.20291932172569022,In Stars And Time,core,True,33.45,en,this game shot me in the chest 63 times i want odile
4,0.20291932172569022,To the Moon,positioning,True,4.883333333333334,en,"To those who loved OneShot, this is another story-driven game. Of course, this game is much more tame compared to the puzzle aspect of OneShot. As the description suggests, you follow two scientists fulfilling a man's wish to go to the moon. You go through his old memories, and ones he's blocked off mysteriously. The game is composed of three acts, and each one develops the old man's past more and more. You'll be left with many questions, and not enough answers by the end of your playthrough. While I haven't played the other two games in the trilogy, this is a must-play for those who want to indulge in the indie scene. It had me crying at the end of the game, if it goes to show anything for it. I cannot describe it in words how I grew attached to the characters so easily. To the Moon, my friends."
4,1.0,OneShot,positioning,False,12.05,en,"Let me be clear I don't think that this is a bad game. If there was a neutral option I would have picked it, I just have a little bit more negative than positive. First the positives. I like the character designs. Everyone really sticks out and the different kinds of creatures make the world feel unique. I think that the concept of not only having to solve puzzles that have a point and click adventure style, but also having to do things on your computer is a nice concept and it had a few puzzles that I thought were really cool and had a lot of fun playing with. Niko is a very cute and fun protagonist and I definitely grew to really like him over the time i spent playing the game. My problems though are as follows. I think that the character writing is overall weak other than Niko. We don't get enough time with each characters or have conversations enough about them to really get an idea of who they are, and it's really disappointing. you always feel like the characters are just in the world that you are passing through and you only ever interact with them because you need them to solve a puzzle. It's a dang shame, because I really like the designs of each of the characters, I just wish there was more substance there. I wish that there were more dialogue options when interacting with Niko to give you more of a relationship with him. As I said previously, I really like him as a character, but I wanted more things to talk to him about and maybe have him remember things you told him before and have reactions to things in the world based on that. You have a few moments like that around the end, but you don't get to really interact with him in depth more than the main plot demands, and even then you only get two options that don't cover a lot of ground. The Solstice route, which could have been upping the anti by a lot in some really interesting ways as well as fleshing out the characters more, ended up being the weakest part of the game. The puzzles were either things you have already seen or were things that were done in a way more impressive manner in earlier playthroughs, leading to an underwhelming feeling when doing them. The characters get a little bit more dialogue but end up just treading over the same ground that they already did in the fist route rather than adding to the characters in any meaningful ways. some of which don't even get names until the end of the game. Some of the new characters are okay, but ultimately they just take away time we could be connecting further with the already established characters just to add more characters that we spend even less time with. The overall tension in the story felt force and predictable, and the ending felt cheap like it made everything that happened before meaningless. it was very disappointing. Overall it is not a bad game and has real potential and cool game mechanics, it just feels like it always falls short of the mark and leaves me wanting more."
4,0.9912244065088667,OneShot,positioning,False,3.6166666666666667,en,"[h2]A great puzzle game, but not a good story[/h2] [h3]I overall wouldn't recommend this game because I don't think it ties together as a ""story,"" based on these reasons:[/h3] - Most of the characters that are introduced are thrown in for puzzle progression rather than for any real world-building or companionship. Every character other than Niko does not have a fully-developed personality. By the end, they all sort of blend together, and I'm more concerned with solving the puzzle I'm working on than talking to the characters or interacting with the world, since the game doesn't really give me a reason to. - This game is far too short for my liking compared to other games in this genre. I completed it in just a few hours, even though I was taking my time with the puzzles and interacting with everything I could. There's just not a whole lot of content. As for the positives: - The puzzles were amazing. [spoiler]Especially the fourth-wall-breaking puzzles.[/spoiler] I would recommend this game if you're into puzzles and puzzles alone. Finding the solutions is VERY engaging. - I was invested in the world. It seemed like a living, breathing world. In the end, [spoiler]I chose Niko because I felt like there was literally no reason for me to choose the world that didn't make me try to care about it. Niko was the only character who was fully fleshed out.[/spoiler] - The music is pretty decent. It fit the vibe of every region, and no track felt out of place. [b]Given these points, I would recommend games like Undertale or OMORI to someone looking for a game with this kind of theme. If you're looking for a good puzzle game, though, this is definitely for you. The game succeeds as a puzzle game, but fails to deliver the compelling narrative and character development that I was looking for- and that I was constantly told about.[/b] SPOILERS: P.S. I completed the [spoiler]Solstice and normal endings[/spoiler], and I'm still left feeling unfulfilled."
5,1.0,Ikenfell,core,True,22.816666666666666,en,"Ikenfell is a sweet little RPG I do like the game; the music is good, the story is nice. The gameplay left a bit to be desired, though. I found later-game activity to be rather frustrating and I ended up turning on easy mode; the two main grievances I have are routinely getting screwed over by the enemy party having too many turns in a row, and some actions, such as placing traps, not counting as a turn at all unless you do it. The last few sections of the game were so frustrating to me that they ended up souring the game in general a bit. I can't hold it against it too much, though: I'm not great at RPGs, and I don't like them much. Unfortunately many of the really good indie games seem to be RPGs. I'm not over the moon about this game but it's pretty good and probably worth your time, especially if you like this sort of game."
5,1.0,Ikenfell,core,True,19.033333333333335,en,"Ikenfell is a story-rich, wholesome game with beautiful, grounding music and a world that feels warm and inclusive, especially in how it embraces LGBTQ representation. The characters and setting are so charming that it’s hard not to wish the game would go on longer. The instant victory option was a great touch, letting the story shine without combat frustration. I would happily play any sequel, prequel, or new story set in this universe."
5,1.0,Ikenfell,core,False,8.883333333333333,en,"[b]Ikenfell[/b] is a game that I really could not bring myself to enjoy. As a big fan of JRPGs and great pixel art, I was excited to see what this game had in store. 9 hours of slowly becoming more and more jaded later, I cannot get behind this game in any light. First of all, the sprite art is alright. Nothing insanely pretty, it’s obviously an RPGMaker game that takes a lot of inspiration from Earthbound and Undertale. I usually love the visuals in these games but in Ikenfell it was only so-so. The character sprites were peculiar to me, opting for 3 different styles, in exploration, in dialogue, and during combat. The most appealing version is during dialogue, where you can actually see the character’s faces, while during exploration they give a strangely large amount of pixel real estate to the character’s hair, only giving 3 tall pixels worth of a face. It makes the characters look very odd during top-down cutscenes and really disconnects me from the characters (because I cannot see their eyes). In addition, I found the combat to be an absolute slog. While I did find the idea somewhat interesting, and the lack of MP gave a lot more freedom to what spells you used, EVERY single fight is dragged on horrendously long. Even the most basic enemies take at least 3 or 4 turns from the player, complete with enemies moving AND attacking AND you having to block it. It turns what could be a 30 second encounter to 4 or 5 minutes, which in the long run becomes agonizingly long. Enemies become insane damage sponges and become entirely dependent on the timing of your attacks (which can be done automatically through settings). Also, the vocal tracks during the boss battles, while a novel idea, did not mesh at all with the gameplay, in fact it really took me out of the game. The story itself felt embarrassingly shallow for how much dialogue there is. I understand in a 10-15 hour game with lots of characters you can’t be expected to get huge development out of each of them, but every character felt so insanely cookie cutter that I couldn’t connect with a single one of them. Each character’s arc just flipped from one end of the other, the mean girl suddenly becomes nice, the shy girl gets brave, it’s just so tiring and I found myself caring less and less about the characters as the game progressed. The actual story of the game is even more unengaging but in the opposite way, plot threads get so quickly muddled and confusing that by the end of the game you’re unsure what is actually happening, somehow the characters talk so much but never about the thing you want to know more about. I respect the hell out of video-game creators, as they’ve made some of my favorite experiences I’ve ever consumed, and I think this is a great team with a lot of potential to make something truly special. But I don’t think this game respects the time of the consumer, it got to the point where I just started using the auto-victory for every boss near the end because it was becoming such a slog. I do think that if you really don’t mind a standard story and you auto-victory through some of the longer, more tedious bosses you could enjoy this game. But as it stands, Ikenfell, to me, is a dangerous combination of a monotonous battle system paired with fiercely rooted archetypal characters and a confusing story that they never bother to truly explain beyond “it’s magic!!”."
5,1.0,Ikenfell,core,False,0.25,en,"Ikenfell is one of literally thousands of 2D JRPG ripoffs infesting Steam, although at least this one was ""genuinely"" made instead of being asset flipped from the godawful RPG Maker construction kit. That doesn't mean, by a long shot, that this lazy, badly done console port is the kind of game any self respecting PC gamer would touch with a 10' pole. From a technical perspective, the game doesn't meet basic minimum requirements that most PC gamers expect as standard. A choice was made to use obsolete, decades old retro pixel ""art"" as a substitute for contemporary PC graphics. It's unclear if this is due to lack of budget or talent, regardless, the overall visual quality of the game is extremely low as a result. There's no options to change the resolution for the game or customise the graphics settings. There's no way for gamers to ensure this is running at the native resolution of their displays... there's no guarantee this game will look right on any PC as a result of this hamfisted design decision. There's no way for gamers to try improve the low quality graphics. PC gamers will be insulted by the presence of console peasant children's toy controller prompts, despite this being on PC. Developers should try to be aware which platform they're developing for. Because this is a console game, it carries a number of deliberate design deficiencies. Compromises were made to cater to the inferior console gaming appliances that the game was designed for. These are unfortunate compromises and limitations that PC gamers shouldn't be forced to accept, but it's evident that PC was a second thought for the console-centric developers. The game is deficient as a result of these choices, and would have been so much better without the handicaps that designing games for consoles forces upon a game. Once more, console peasants have made gaming worse for everyone. These technical defects push this game below acceptable standards for any modern PC game. Ikenfell has a truly insulting price of $20 USD, for which you could easily get any number of older AAA games (with 3D graphics instead of pixelcrap!), let alone the sheer number of free games available on Steam. Given the defects and quality issues with the game, coupled with the unrealistic price, and the questionable ethical nature of the developer and/or their associates (as outlined above), this is impossible to recommend."
5,0.8786795189395391,Ikenfell,core,False,22.366666666666667,en,"Ikenfell is by far the queerest game I have ever played. I do appreciate the representation, but it can be a bit much. Not that it's a detriment, but as the story progressed it got a bit silly. However, the writing was decent, mostly, and it didn't come across as pandering... just a bit hamfisted at times. The gameplay itself was solid. The battle system was inspired by megaman battle network... but it does get repetitive. Around the halfway point of the game you get the best character. And it just makes all battles battles of attrition over difficult. The hidden bosses just really show it too. Not difficult, just gets tedious. But, that brings to mind a different strength of the game... accessibility options. One of which I had no problem enabling... ""Instant win battles"" for these long annoying fights. So overall, I'd say it's a pass and instead you can read any of your favorite gay star wars fanfiction."
6,1.0,Finding Paradise,positioning,True,4.683333333333334,en,"Great follow-up to To the Moon and another reminder that I really love these playable novel type games. What makes this one so fun is the mix of mystery and banter. I was always curious about what was really going on, what we were about to learn, and where the story was heading next. That kept me hooked the whole way through. At the same time, Dr. Watts and Dr. Rosalene make everything entertaining scene by scene, and Watts especially was a huge part of the fun for me with all his sarcasm, jokes, and random references. The low-friction interaction helps too, because the game stays focused on what it does best. The music and atmosphere were excellent! Now I’m really looking forward to Impostor Factory. I feel so lucky getting to play these all at once given these games originally came out years apart!"
6,1.0,Impostor Factory,positioning,True,4.0,en,"While some critics have pointed out that the story did not live to its ""true potential"", I personally think that for what it is; a story about finding meaning in an artificial world, it delivers its intended message exceptionally well. Impostor Factory doesn't need to be a complex sci-fi epic to be brilliant. It shows us that a physical reality doesn't really matter all that much. If you are feeling genuine love, grief or joy, then those emotions are 100% real to you in that moment. It's honestly my favorite so far from the series."
6,1.0,Impostor Factory,positioning,True,10.733333333333333,en,"Impostor Factory is interesting in that it challenges the philosophy presented in the previous games and sets up the Beach Episode for success by starting to put the hypocritical actions and beliefs of characters front and center. Also, compared to the other games, it also seems to focus a lot more closely on the emotions of the characters without them having to explicitly state how they were feeling. Characters cry and don't need to state why exactly they cry. You just know. I could notice that Kan Gao was making a clear effort to improve his writing and storytelling within Impostor Factory and, even if it isn't perfect, it still tells a cohesive story that can be enjoyed on its own. I also feel the need to pay some respects to Jordan Baer as this was the last game of the series that he was directly involved in (funny that his last game was very focused on being caught between living a normal life or a life dedicated to lighting the way for others). I hope his family is doing alright."
6,1.0,Finding Paradise,positioning,True,4.6,en,"This is the second game in a trilogy that starts with To The Moon and ends with Impostor Factory. In my opinion, they should absolutely be played in order, so go play the first one if you haven't before even looking at this one. There's a lot of setup for the third game in this one, yet it still manages to tell a complete and satisfying story. This game also tells a much grander narrative than its predecessor, with higher quality writing. Definitely recommend it if you enjoyed the first one."
6,0.8051226601694644,To the Moon,positioning,True,8.416666666666666,en,"Over a decade later since I've seen this game for the first time and this is still one of my most favorite games of all time. Very emotional, very addicting, amazing and beautiful soundtrack, I think about this whole series constantly. If there are ever more games in the series, I WILL BE THERE!! In fact I've even played Impostor Factory twice. Love Love Love this game! Perfect for people who like emotional and story-driven games. Thank you, Freebird and Kan for creating this blessing of a series! <33333"
6,0.49225981731729496,Ikenfell,core,True,12.766666666666667,en,"[code][url=https://store.steampowered.com/curator/33025671-Missi-the-Achievement-Huntress/] Please see my curator page for more games that are well worth your time[/url][/code] [b]Approximate amount of time to 100%:[/b] ~10h with victory mode one, without it I would guess it is around 20h [b]Estimated achievement difficulty:[/b] 2/10 with Victory mode on, 6/10 without victory mode [b]Minimum number of playthroughs needed:[/b] 1 [b]Has it been in a bundle:[/b] Yes [b]Is there a good guide available:[/b] Yes, I used the following 3: [url=https://steamcommunity.com/app/854940/discussions/0/2967267880885433654/] Gem locations [/url], [url=https://steamcommunity.com/sharedfiles/filedetails/?id=2419607878] Hidden achievements guide [/url], [url=https://www.xboxachievements.com/game/ikenfell/achievement/208609-defeated-the-specters.html] Gwenora's locations [/url] [b]How many people have completed this game at the time I'm writing this review:[/b] 4 on Astats [b]Multiplayer achievements:[/b] No [b]Missable achievements:[/b] No [b]Grinding Achievements:[/b] No [b]DLC-Only achievements:[/b] No [b]Speedrun achievements:[/b] No [b]Time-gated achievements:[/b] No [b]RNG-achievements:[/b] No [b]Does difficulty affect achievements:[/b] No [b]Unobtainable/glitched achievements:[/b] No What a superb game! I really loved this puzzle RPG game. The storytelling starts off a bit cringy but gets better very soon into the game. You play as Maritta who is searching for her sister that didn't come home for the summer from Ikenfall, her magic school. Here you'll enter a world that is very unknown for Maritta, but the characters you meet will also feel on edge because there is something weird going on in the magic world. I love how every party member has their own story and characteristics, which plays a big part in the story. They are not generic party members at all. Another thing I love about this game is the accessibility of the battle system. The game has a turn-based tactics battle system with timing elements. You have the option to turn off the timing elements in the options menu in case you don't like that. You also have the option to turn on ""victory mode"" that way you get the option to win the battle as soon as it is the turn of one of your characters. I played with this mode on, which makes the game a whole lot easier, but I did it because I wasn't a fan of the battle system. There was nothing wrong with it but I just didn't like it and this way I had the option to play through this fantastic game without being annoyed with the battle system. The game has some great music. Some can be found on Spotify. During one cutscene there was playing an amazing song and I used ""Shazam"" on my phone to check which song it is and I was so happy to find the song on Spotify. ""Yearn To Bloom - Aeldra's theme"". Have been playing it while writing this review, I just love it, The game has no missable achievements, after finishing the last boss you can go back to your save just before the last boss. I would even suggest waiting with the final boss and first complete the sidequests. The ending is wonderful but long, and going through it a second time for a minor change at the ending might not be worth it. There are a lot of gems you have to find in the game, those are hidden. There is a great guide here on steam (linked above) which you can use while playing through the game. I did it afterward and only needed an hour to mop them up, which wasn't so bad, and that way you can play carefree through the game. It took me around 10h to complete the game with victory mode on."
6,1.0,Impostor Factory,positioning,False,3.1,en,"After two emotionally moving masterclasses in video game storytelling from this developer — ""To the Moon"" and ""Finding Paradise"" — I really wanted to love this third installment, but I think they may have bit off somewhat more than they could chew here. Impostor Factory wants to be this much darker, more cerebral plot, with mysterious murders and time loops, and then it dovetails into a much more linear version of the sort of story we've come to expect from Freebird Games, chronicling one person's life from start to finish, and then it tries to tie everything together with a very meta plot twist. But this means the tone of the story is all over the place. Sort of an aside, but there's also a plot thread that really gets under my skin, and it hampered my enjoyment of this game. [spoiler]There is a point where the timeline diverges in response to an important family-planning decision. In the ""bad"" timeline, the mother's life is prioritized over her child's, the child lives a very short and tortured life, and this leads to the family splitting apart forever after he dies. In the ""good"" timeline, the child's life is prioritized over his mother's, and he grows up to do great things and the family stays together, but his mother must now live out the rest of her days battling a terminal illness that would've been cured otherwise. It smacks of those arguments that anti-abortion activists use: ""no matter what you might be going through, or how much your own life might be put at risk from pregnancy, you should absolutely give birth because your child might theoretically become the next Einstein.""[/spoiler] I really did not like this undertone to the story, for reasons I hope are obvious. Both of this developer's previous titles made me cry, or at least tear up a bit. Here, I mostly felt confused and annoyed by the end."
6,1.0,Impostor Factory,positioning,False,4.883333333333334,en,"I really enjoyed To The Moon and Finding Paradise. They could be a bit overly sentimental but ultimately the emotional themes resonated with me and I came away from them thinking they had something valuable to say. Sadly, the 3rd game in the series, Impostor Factory, falls flat on its face in this regard. This was my experience of the narrative of Impostor Factory: Act 1 - The game seems like it's doing something completely different from the first 2 games in the series. It's creepy and exciting and I was curious as to where it was going. Act 2 - The novel, creepy, exciting bits fall away and the game now proceeds with a boring, drawn-out rehash of many of the same exact themes and narrative beats of the first 2 games in the series. Act 3 - The game now throws some twists at you to reconcile Acts 1 and 2, fully cementing the fact that you have no real reason to care about anything that's happening. It attempts to manufacture some last minute stakes that ring utterly hollow. It is a truly misjudged narrative that feels gimmicky, boring, and annoying to progress through. Add to this the fact that the already limited gameplay of the series has been stripped down even further and I see little reason to recommend this game."
6,1.0,Impostor Factory,positioning,False,4.716666666666667,en,"I loved all the previous games. But this one was a miss for me. Impostor Factory leaves absolutely nothing to the imagination. Game controls every little aspect of the narrative. And it's just... not fun. [spoiler]At the end I really hoped I'd at least be given the opportunity to think what ""the perfect life"" would look like for these characters, but nope. Game shows you e v e r y t h i n g, so you finish it and never think about what happened ever again. You don't need to think or wonder, it's all there. Closer to the middle I was so exhausted and bored out of my mind, I hoped the ""data"" wasn't representing of how much is left of the history to see. But yeah, it was. I was hoping for something to go wrong in the machine, but, again, nope. It starts as an interesting murder mystery with clones or time travel, I got hooked. But ends up as a boring and unimaginably long life story.[/spoiler]"
7,1.0,To the Moon,positioning,True,14.95,en,"To The Moon ~ tbh i played the original just for easy perfect game (achievements) and that was years ago i even forgot the story but it was great thats what i remember and then it got remastered version so i just found myself play it again i just finished it and i can say its looks simple but for me it was really worth it story so emotional nice characters , nice music , etc... i guess i will buy all freebird games because of ""To The Moon"" <3"
7,1.0,To the Moon,positioning,True,8.333333333333334,en,the impact this lil game had on me within the span of playing will last a lifetime. thank you FreeBirdGames. 🕊️💖
7,1.0,Finding Paradise,positioning,True,6.233333333333333,en,"I definitely recommend it! I mean, I liked the storytelling, the pixel art, the art style, the game design, and the soundtrack, and I got a bit emotional :D Nothing more to say! I already played the other Freebird games... I don’t really remember ""To the Moon"" since it’s been years since the last time I played it, but I liked that one too."
7,1.0,Finding Paradise,positioning,True,5.95,en,"1. This game = Super Brillent Story telling + heartwarming. 2. This game takes less than 6 hours to complete. 3. Every movement of this game is worth your time playing it. 4. For me this game was easily 10/10. (Must Play game ) 5. 100% Recommended and all the other games from ""Freebird Games"" developer."
7,1.0,Impostor Factory,positioning,True,3.3,en,"Wow there's such a leap forward with the animations and writing from the past games, not to say those weren't good as well but the atmosphere set during the different acts of this chapter of the freebird games is really compelling!"
7,1.0,Impostor Factory,positioning,True,4.716666666666667,en,One of the most unexpected games regarding every aspect. Insanely underrated. FreebirdGames gained a huge fan
